Alter;Reisetaetigkeit;Abteilung;KmZurArbeit;Ausbildung;PersonalNr;Geschlecht;Verdienst;KostensatzTag;Berufserfahrung;Position;Ehestand;AnzFirmen;ueberstunden;ProzentGehaltserhoehung;StandardHours;AktienOptionen;JahreBerufserfahrung;FortbildungProJahr;WorkLifeBalance;Firmenzugehoerigkeit;DauerLetzteFirmenzugehoerigkeit;Performance;Attrition
32;Haeufig;Entwicklung;10;3;1720;m;3433;585;1;Wissenschaftler;verheiratet;6;No;13;80;1;10;3;2;5;2;3;No
31;Selten;Entwicklung;2;4;1721;m;3477;741;1;Labortechniker;verheiratet;1;No;14;80;1;6;2;4;5;2;3;No
41;Nie;Personal;4;3;1722;m;6430;552;2;Personal;verheiratet;6;No;19;80;1;10;4;3;3;2;3;No
40;Selten;Entwicklung;8;2;1724;w;6516;369;2;Abteilungsleiter;verheiratet;2;Yes;16;80;1;18;3;3;1;0;3;No
24;Selten;Entwicklung;29;1;1725;m;3907;506;1;Labortechniker;geschieden;1;No;13;80;3;6;2;4;6;2;3;No
46;Selten;Entwicklung;13;4;1727;m;5562;717;2;Produktmanager;ledig;6;No;14;80;0;19;3;3;10;7;3;No
35;Selten;Entwicklung;27;4;1728;m;6883;1370;2;Abteilungsleiter;verheiratet;2;No;16;80;1;17;3;3;7;7;3;No
30;Selten;Entwicklung;16;1;1729;m;2862;793;1;Wissenschaftler;verheiratet;1;No;12;80;1;10;2;2;10;0;3;No
47;Nie;Vertrieb;2;4;1731;m;4978;543;2;Vertrieb;verheiratet;7;No;11;80;1;4;3;1;1;0;3;No
46;Selten;Vertrieb;2;3;1732;m;10368;1277;3;Vertrieb;geschieden;4;Yes;12;80;1;13;5;2;10;6;3;No
36;Selten;Vertrieb;13;5;1733;m;6134;1456;2;Vertrieb;geschieden;5;Yes;13;80;3;16;3;3;2;2;3;Yes
32;Selten;Vertrieb;1;2;1734;m;6735;964;2;Vertrieb;ledig;6;No;15;80;0;10;2;3;0;0;3;Yes
23;Selten;Entwicklung;4;1;1735;w;3295;160;1;Labortechniker;ledig;1;No;13;80;0;3;3;1;3;2;3;No
31;Haeufig;Entwicklung;24;1;1736;w;5238;163;2;Abteilungsleiter;ledig;2;No;20;80;0;9;3;2;5;4;4;No
39;Nie;Entwicklung;1;3;1737;m;6472;792;2;Labortechniker;verheiratet;1;Yes;15;80;1;9;2;3;9;8;3;No
32;Selten;Vertrieb;19;3;1739;m;9610;371;3;Vertrieb;verheiratet;3;No;13;80;1;10;2;1;4;3;3;No
40;Selten;Vertrieb;7;4;1740;m;19833;611;5;Manager;ledig;1;No;14;80;0;21;3;2;21;8;3;No
45;Selten;Personal;4;3;1744;w;9756;176;3;Personal;verheiratet;4;No;21;80;2;9;2;4;5;0;4;No
30;Haeufig;Entwicklung;2;4;1745;w;4968;1312;1;Wissenschaftler;ledig;0;No;16;80;0;10;2;3;9;7;3;No
24;Haeufig;Personal;10;3;1746;m;2145;897;1;Personal;verheiratet;0;No;14;80;1;3;2;3;2;2;3;No
30;Haeufig;Personal;8;3;1747;w;2180;600;1;Personal;geschieden;6;No;11;80;1;6;0;2;4;2;3;Yes
31;Selten;Vertrieb;5;3;1749;m;8346;1003;2;Vertrieb;verheiratet;1;No;19;80;1;6;3;3;5;2;3;No
27;Selten;Entwicklung;8;3;1751;w;3445;1054;1;Wissenschaftler;ledig;1;No;11;80;0;6;5;2;6;2;3;No
29;Selten;Vertrieb;9;3;1752;w;2760;428;1;Vertriebsmitarbeiter;ledig;1;No;13;80;0;2;3;3;2;2;3;Yes
29;Haeufig;Entwicklung;1;3;1753;m;6294;461;2;Produktmanager;ledig;8;Yes;12;80;0;10;5;4;3;2;3;No
30;Selten;Vertrieb;15;2;1754;m;7140;979;3;Vertrieb;geschieden;2;No;11;80;1;12;2;3;7;7;3;No
34;Selten;Entwicklung;2;4;1755;m;2932;181;1;Wissenschaftler;verheiratet;0;Yes;14;80;3;6;3;3;5;0;3;No
33;Nie;Vertrieb;2;3;1756;w;5147;1283;2;Vertrieb;ledig;8;No;15;80;0;13;2;2;11;7;3;No
49;Selten;Vertrieb;11;4;1757;w;4507;1313;2;Vertrieb;ledig;3;No;12;80;0;8;1;4;5;1;3;No
33;Selten;Vertrieb;16;3;1758;w;8564;211;3;Vertrieb;ledig;2;Yes;20;80;0;11;2;2;0;0;4;Yes
38;Haeufig;Entwicklung;2;2;1760;w;2468;594;1;Labortechniker;verheiratet;4;No;14;80;1;9;4;2;6;1;3;No
31;Selten;Vertrieb;16;4;1761;m;8161;1079;3;Vertrieb;verheiratet;2;No;13;80;3;10;2;3;1;0;3;Yes
29;Selten;Entwicklung;4;3;1762;w;2109;590;1;Wissenschaftler;geschieden;1;No;13;80;1;1;2;3;1;0;3;No
30;Selten;Entwicklung;16;3;1763;m;5294;305;2;Produktmanager;verheiratet;3;No;16;80;1;10;3;3;7;0;3;No
32;Nie;Entwicklung;5;4;1764;m;2718;953;1;Wissenschaftler;ledig;2;No;14;80;0;12;3;3;7;7;3;No
38;Selten;Entwicklung;18;3;1766;m;5811;833;2;Produktmanager;verheiratet;3;Yes;16;80;1;15;2;3;1;0;3;No
43;Haeufig;Entwicklung;17;3;1767;m;2437;807;1;Wissenschaftler;verheiratet;9;Yes;16;80;1;6;4;3;1;0;3;Yes
42;Selten;Entwicklung;12;3;1768;m;2766;855;1;Labortechniker;geschieden;8;No;22;80;3;7;6;2;5;3;4;No
55;Selten;Entwicklung;2;3;1770;m;19038;478;5;AbteilungsleiterForschung;verheiratet;8;No;12;80;3;34;2;3;1;0;3;No
33;Nie;Entwicklung;4;3;1771;m;3055;775;2;Wissenschaftler;geschieden;5;No;15;80;2;11;2;2;9;8;3;No
41;Selten;Entwicklung;9;4;1772;m;2289;548;1;Labortechniker;geschieden;1;No;20;80;2;5;2;3;5;3;4;No
34;Nie;Vertrieb;10;3;1774;m;4001;1375;2;Vertrieb;geschieden;1;Yes;14;80;1;15;3;3;15;14;3;No
53;Nie;Entwicklung;1;4;1775;w;12965;661;4;Abteilungsleiter;verheiratet;4;Yes;20;80;3;27;2;2;3;2;4;No
43;Selten;Personal;2;3;1778;m;3539;244;1;Personal;ledig;0;No;13;80;0;10;5;3;9;7;3;No
34;Selten;Vertrieb;3;2;1779;w;6029;511;2;Vertrieb;ledig;5;No;12;80;0;6;3;3;2;2;3;No
21;Selten;Vertrieb;7;1;1780;m;2679;337;1;Vertriebsmitarbeiter;ledig;1;No;13;80;0;1;3;3;1;0;3;Yes
38;Selten;Entwicklung;6;2;1782;w;3702;1153;1;Labortechniker;verheiratet;1;No;11;80;1;5;3;3;5;4;3;No
22;Selten;Entwicklung;8;1;1783;w;2398;1294;1;Labortechniker;verheiratet;1;Yes;17;80;0;1;6;3;1;0;3;Yes
31;Selten;Vertrieb;29;4;1784;w;5468;196;2;Vertrieb;verheiratet;1;No;14;80;2;13;3;3;12;7;3;No
51;Selten;Entwicklung;3;3;1786;w;13116;942;3;Manager;verheiratet;2;No;11;80;0;15;2;3;2;2;3;No
37;Selten;Vertrieb;9;2;1787;m;4189;589;2;Vertrieb;verheiratet;1;No;14;80;2;5;2;3;5;2;3;No
46;Selten;Entwicklung;2;4;1789;m;19328;734;5;AbteilungsleiterForschung;geschieden;7;Yes;17;80;1;24;3;3;2;1;3;No
36;Selten;Entwicklung;10;3;1790;m;8321;1383;3;Produktmanager;verheiratet;7;Yes;13;80;1;15;1;3;12;8;3;No
44;Haeufig;Entwicklung;1;2;1792;m;2342;429;1;Wissenschaftler;geschieden;1;Yes;12;80;3;6;2;2;5;3;3;Yes
37;Selten;Personal;8;2;1794;m;4071;1239;2;Personal;geschieden;2;No;13;80;0;19;4;2;10;0;3;No
35;Selten;Vertrieb;27;3;1797;m;5813;303;2;Vertrieb;ledig;1;Yes;18;80;0;10;2;3;10;7;3;Yes
33;Selten;Entwicklung;8;4;1798;m;3143;867;1;Wissenschaftler;verheiratet;6;No;19;80;1;14;1;3;10;8;3;No
28;Selten;Entwicklung;1;3;1799;m;2044;1181;1;Wissenschaftler;verheiratet;1;No;11;80;1;5;6;4;5;3;3;No
39;Selten;Entwicklung;10;1;1800;m;13464;1253;3;AbteilungsleiterForschung;ledig;7;No;21;80;0;9;3;3;4;3;4;No
46;Nie;Vertrieb;26;2;1801;m;7991;849;2;Vertrieb;ledig;8;No;15;80;0;6;3;3;2;2;3;No
40;Selten;Entwicklung;2;2;1802;w;3377;616;1;Labortechniker;verheiratet;4;No;17;80;1;7;5;2;4;3;3;No
42;Selten;Entwicklung;13;3;1803;m;5538;1128;2;Produktmanager;verheiratet;5;No;18;80;2;10;2;2;0;0;3;No
35;Nie;Entwicklung;2;2;1804;m;5762;1180;2;Abteilungsleiter;geschieden;2;No;14;80;1;15;6;3;7;7;3;No
38;Nie;Personal;2;3;1805;m;2592;1336;1;Personal;geschieden;5;No;13;80;3;13;3;3;11;10;3;No
34;Haeufig;Entwicklung;9;4;1807;m;5346;234;2;Labortechniker;verheiratet;4;No;17;80;1;11;3;2;7;1;3;Yes
37;Selten;Entwicklung;10;4;1809;m;4213;370;2;Abteilungsleiter;ledig;1;No;15;80;0;10;4;1;10;3;3;Yes
39;Haeufig;Vertrieb;20;3;1812;m;4127;766;2;Vertrieb;geschieden;2;No;18;80;1;7;6;3;2;1;3;No
43;Nie;Entwicklung;9;3;1813;m;2438;343;1;Wissenschaftler;ledig;4;No;13;80;0;7;2;2;3;2;3;No
41;Selten;Entwicklung;5;3;1814;m;6870;447;2;Produktmanager;ledig;3;No;12;80;0;11;3;1;3;2;3;No
41;Selten;Vertrieb;4;1;1815;w;10447;796;3;Vertrieb;geschieden;0;Yes;13;80;1;23;3;4;22;14;3;No
30;Selten;Entwicklung;10;3;1816;w;9667;1092;3;Abteilungsleiter;ledig;9;No;14;80;0;9;3;3;7;7;3;No
26;Selten;Personal;20;2;1818;w;2148;920;1;Personal;verheiratet;0;Yes;11;80;0;6;3;3;5;1;3;Yes
46;Selten;Entwicklung;21;2;1821;w;8926;261;2;Produktmanager;verheiratet;4;No;22;80;1;13;2;4;9;7;4;Yes
40;Selten;Entwicklung;1;3;1822;w;6513;1194;2;Produktmanager;geschieden;4;No;17;80;1;12;3;3;5;3;3;No
34;Selten;Vertrieb;8;2;1823;m;6799;810;2;Vertrieb;verheiratet;1;No;21;80;2;10;5;3;10;8;4;No
58;Nie;Vertrieb;2;3;1824;m;16291;350;4;Manager;geschieden;4;No;22;80;1;37;0;2;16;9;4;No
35;Selten;Entwicklung;23;4;1826;m;2705;185;1;Labortechniker;verheiratet;0;No;16;80;1;6;2;4;5;4;3;No
47;Selten;Entwicklung;4;3;1827;w;10333;1001;3;Abteilungsleiter;geschieden;8;Yes;12;80;1;28;4;3;22;11;3;No
40;Selten;Entwicklung;12;3;1829;w;4448;750;2;Produktmanager;geschieden;2;No;12;80;1;15;3;3;7;4;3;No
54;Selten;Entwicklung;7;4;1830;w;6854;431;2;Wissenschaftler;verheiratet;4;No;15;80;1;14;2;2;7;1;3;No
31;Haeufig;Vertrieb;7;4;1833;w;9637;1125;3;Vertrieb;verheiratet;2;No;14;80;2;9;3;3;3;2;3;No
28;Selten;Entwicklung;1;3;1834;w;3591;1217;1;Wissenschaftler;verheiratet;1;No;25;80;1;3;3;3;3;2;4;No
38;Selten;Vertrieb;2;4;1835;w;5405;723;2;Vertriebsmitarbeiter;verheiratet;2;Yes;20;80;2;20;4;2;4;2;4;No
26;Selten;Vertrieb;10;3;1836;m;4684;572;2;Vertrieb;ledig;1;No;13;80;0;5;4;3;5;3;3;No
58;Haeufig;Entwicklung;15;4;1837;m;15787;1216;4;AbteilungsleiterForschung;verheiratet;2;Yes;14;80;0;23;3;3;2;2;3;No
18;Nie;Entwicklung;14;3;1839;w;1514;1431;1;Wissenschaftler;ledig;1;No;16;80;0;0;4;1;0;0;3;No
31;Selten;Personal;18;5;1842;m;2956;359;1;Personal;verheiratet;0;No;17;80;0;2;4;3;1;0;3;Yes
29;Selten;Personal;13;3;1844;m;2335;350;1;Personal;geschieden;4;Yes;15;80;3;4;3;3;2;2;3;Yes
45;Nie;Vertrieb;2;4;1845;w;5154;589;2;Vertrieb;verheiratet;4;No;22;80;2;10;3;4;8;7;4;No
36;Selten;Entwicklung;2;4;1847;w;6962;430;2;Wissenschaftler;verheiratet;4;Yes;22;80;1;15;2;3;1;0;4;No
43;Haeufig;Vertrieb;2;4;1849;m;5675;1422;2;Vertrieb;verheiratet;1;No;20;80;1;7;5;3;7;7;4;No
27;Haeufig;Entwicklung;5;2;1850;w;2379;1297;1;Labortechniker;ledig;0;Yes;14;80;0;6;3;2;5;4;3;No
29;Haeufig;Entwicklung;20;1;1852;m;3812;574;1;Labortechniker;verheiratet;1;No;13;80;0;11;3;4;11;8;3;No
32;Haeufig;Vertrieb;10;4;1853;m;4648;1318;2;Vertrieb;ledig;8;No;13;80;0;4;2;4;0;0;3;No
42;Nie;Entwicklung;10;4;1854;m;2936;355;1;Wissenschaftler;verheiratet;3;No;22;80;2;10;1;2;6;3;4;No
47;Selten;Entwicklung;9;4;1856;w;2105;207;1;Labortechniker;ledig;4;No;12;80;0;7;2;3;2;2;3;No
46;Selten;Entwicklung;2;2;1857;m;8578;706;3;Abteilungsleiter;geschieden;3;No;14;80;1;12;4;2;9;8;3;No
28;Nie;Personal;1;2;1858;m;2706;280;1;Personal;geschieden;1;No;15;80;1;3;2;3;3;2;3;No
29;Selten;Entwicklung;29;1;1859;m;6384;726;2;Produktmanager;geschieden;8;No;17;80;2;11;3;3;7;0;3;No
42;Selten;Entwicklung;8;3;1860;m;3968;1142;1;Labortechniker;ledig;4;No;13;80;0;8;3;3;0;0;3;No
32;Selten;Vertrieb;2;4;1862;m;9907;414;2;Vertrieb;ledig;7;Yes;12;80;0;7;3;2;2;2;3;Yes
46;Selten;Vertrieb;3;3;1863;w;13225;1319;4;Vertrieb;geschieden;2;No;12;80;1;25;5;3;19;17;3;No
27;Selten;Vertrieb;23;1;1864;w;3540;728;2;Vertriebsmitarbeiter;verheiratet;1;No;21;80;1;9;5;3;9;8;4;No
29;Selten;Personal;6;1;1865;m;2804;352;1;Personal;verheiratet;1;No;11;80;0;1;3;3;1;0;3;No
43;Selten;Entwicklung;6;3;1866;w;19392;823;5;Manager;verheiratet;7;No;13;80;0;21;2;3;16;12;3;No
48;Selten;Entwicklung;10;3;1867;m;19665;1224;5;AbteilungsleiterForschung;verheiratet;4;No;12;80;0;29;3;3;22;10;3;No
29;Haeufig;Entwicklung;24;2;1868;m;2439;459;1;Wissenschaftler;ledig;1;Yes;24;80;0;1;3;2;1;0;4;Yes
46;Selten;Vertrieb;10;3;1869;w;7314;1254;3;Vertrieb;verheiratet;5;No;21;80;3;14;2;3;8;7;4;Yes
27;Haeufig;Entwicklung;15;3;1870;w;4774;1131;1;Wissenschaftler;verheiratet;0;No;19;80;1;8;2;2;7;6;3;No
39;Selten;Entwicklung;19;4;1871;m;3902;835;2;Wissenschaftler;geschieden;8;No;14;80;3;7;2;3;2;2;3;No
55;Selten;Entwicklung;2;4;1873;m;2662;836;1;Wissenschaftler;verheiratet;8;No;20;80;1;19;2;4;5;2;4;No
28;Selten;Vertrieb;3;3;1875;w;2856;1172;1;Vertriebsmitarbeiter;verheiratet;1;No;19;80;1;1;3;3;1;0;3;No
30;Selten;Vertrieb;9;3;1876;m;1081;945;1;Vertriebsmitarbeiter;ledig;1;No;13;80;0;1;3;2;1;0;3;Yes
22;Selten;Entwicklung;7;1;1878;m;2472;391;1;Wissenschaftler;ledig;1;Yes;23;80;0;1;2;3;1;0;4;Yes
36;Selten;Vertrieb;10;4;1880;w;5673;1266;2;Vertrieb;verheiratet;1;Yes;13;80;1;10;4;3;10;9;3;No
31;Selten;Entwicklung;20;3;1881;m;4197;311;2;Labortechniker;geschieden;1;No;11;80;1;10;2;3;10;8;3;No
34;Selten;Vertrieb;4;3;1882;m;9713;1480;3;Vertrieb;verheiratet;2;Yes;13;80;3;9;3;3;5;3;3;No
29;Selten;Entwicklung;7;3;1883;m;2062;592;1;Labortechniker;ledig;3;No;14;80;0;11;2;3;3;2;3;No
37;Selten;Entwicklung;7;4;1885;m;4284;783;2;Wissenschaftler;verheiratet;5;Yes;22;80;1;16;2;3;5;3;4;No
35;Selten;Entwicklung;16;2;1886;w;4788;219;2;Abteilungsleiter;verheiratet;0;Yes;11;80;0;4;2;3;3;2;3;No
45;Selten;Entwicklung;25;2;1888;w;5906;556;2;Abteilungsleiter;verheiratet;0;No;13;80;2;10;2;2;9;8;3;No
36;Haeufig;Personal;2;1;1890;m;3886;1213;2;Personal;ledig;1;No;21;80;0;10;2;2;10;1;4;No
40;Selten;Entwicklung;1;4;1892;m;16823;1137;4;Manager;geschieden;2;No;11;80;1;22;3;3;19;7;3;No
26;Selten;Entwicklung;1;2;1893;w;2933;482;1;Wissenschaftler;verheiratet;1;Yes;13;80;1;1;3;2;1;0;3;No
27;Selten;Vertrieb;2;2;1898;w;6500;511;2;Vertrieb;ledig;0;No;14;80;0;9;5;2;8;7;3;No
48;Haeufig;Entwicklung;22;3;1900;w;17174;117;4;Manager;geschieden;3;No;11;80;1;24;3;3;22;17;3;No
44;Selten;Entwicklung;1;4;1903;m;5033;170;2;Produktmanager;verheiratet;2;No;15;80;1;10;5;3;2;0;3;No
34;Nie;Entwicklung;16;4;1905;m;2307;967;1;Wissenschaftler;verheiratet;1;Yes;23;80;1;5;2;3;5;2;4;Yes
56;Selten;Entwicklung;24;2;1907;m;2587;1162;1;Labortechniker;ledig;1;No;16;80;0;5;3;3;4;2;3;Yes
36;Selten;Vertrieb;17;2;1908;m;5507;335;2;Vertrieb;verheiratet;2;No;16;80;2;12;1;1;4;2;3;No
41;Selten;Vertrieb;8;3;1909;w;4393;337;2;Vertrieb;verheiratet;5;No;21;80;1;14;3;3;5;4;4;No
42;Selten;Entwicklung;6;3;1911;m;13348;1396;3;AbteilungsleiterForschung;verheiratet;9;No;13;80;1;18;3;4;13;7;3;No
31;Selten;Vertrieb;10;2;1912;w;6583;1079;2;Vertrieb;geschieden;2;Yes;11;80;1;8;2;3;5;2;3;No
34;Selten;Vertrieb;3;1;1915;w;8103;735;2;Vertrieb;verheiratet;3;Yes;12;80;0;9;3;2;4;2;3;No
31;Selten;Entwicklung;4;3;1916;w;3978;471;1;Labortechniker;geschieden;8;No;12;80;1;4;0;2;2;2;3;No
26;Haeufig;Entwicklung;6;3;1918;m;2544;1096;1;Labortechniker;verheiratet;0;No;18;80;1;8;3;3;7;7;3;No
45;Haeufig;Entwicklung;1;4;1922;m;5399;1297;2;Produktmanager;ledig;4;No;12;80;0;12;3;3;4;2;3;No
33;Selten;Vertrieb;10;4;1924;m;5487;217;2;Vertrieb;ledig;1;No;14;80;0;10;2;2;10;4;3;No
28;Haeufig;Vertrieb;1;2;1927;m;6834;783;2;Vertrieb;verheiratet;1;Yes;12;80;1;7;2;3;7;7;3;No
29;Haeufig;Vertrieb;24;3;1928;m;1091;746;1;Vertriebsmitarbeiter;ledig;1;No;17;80;0;1;3;3;1;0;3;Yes
39;Nie;Vertrieb;21;4;1929;w;5736;1251;2;Vertrieb;verheiratet;6;No;19;80;1;10;1;3;3;2;3;No
27;Selten;Entwicklung;2;4;1931;m;2226;1354;1;Wissenschaftler;verheiratet;1;No;11;80;1;6;3;2;5;3;3;No
34;Haeufig;Entwicklung;22;4;1932;m;5747;735;2;Wissenschaftler;verheiratet;1;Yes;15;80;0;16;3;3;15;10;3;No
28;Selten;Vertrieb;13;2;1933;w;9854;1475;2;Vertrieb;ledig;3;Yes;11;80;0;6;0;3;2;0;3;Yes
47;Nie;Entwicklung;14;4;1934;m;5467;1169;2;Wissenschaftler;verheiratet;8;No;18;80;1;16;4;4;8;7;3;No
56;Selten;Vertrieb;11;5;1935;w;5380;1443;2;Vertrieb;verheiratet;4;No;16;80;1;6;3;3;0;0;3;No
39;Selten;Entwicklung;9;2;1936;m;5151;867;2;Abteilungsleiter;verheiratet;1;No;25;80;1;10;3;3;10;0;4;No
38;Haeufig;Entwicklung;8;3;1937;w;2133;1394;2;Wissenschaftler;geschieden;1;Yes;16;80;1;20;3;3;20;11;3;No
58;Selten;Vertrieb;21;3;1938;w;17875;605;4;Manager;verheiratet;4;Yes;13;80;1;29;2;2;1;0;3;No
32;Haeufig;Entwicklung;5;2;1939;w;2432;238;1;Wissenschaftler;ledig;3;Yes;14;80;0;8;2;3;4;1;3;Yes
38;Selten;Entwicklung;9;2;1940;m;4771;1206;1;Wissenschaftler;geschieden;2;No;19;80;2;10;0;4;5;2;3;No
49;Haeufig;Entwicklung;2;1;1941;m;19161;1064;5;AbteilungsleiterForschung;verheiratet;3;No;15;80;0;28;3;3;5;4;3;No
42;Selten;Vertrieb;12;4;1943;m;5087;419;2;Vertrieb;geschieden;3;Yes;12;80;2;14;4;3;0;0;3;No
27;Haeufig;Personal;22;3;1944;w;2863;1337;1;Personal;verheiratet;1;No;12;80;0;1;2;3;1;0;3;Yes
35;Selten;Vertrieb;18;4;1945;m;5561;682;2;Vertrieb;verheiratet;0;No;16;80;1;6;2;1;5;3;3;No
28;Nie;Entwicklung;16;3;1947;m;2144;1103;1;Wissenschaftler;ledig;1;No;14;80;0;5;3;2;5;3;3;No
31;Nie;Entwicklung;3;2;1948;m;3065;976;1;Wissenschaftler;geschieden;1;Yes;13;80;1;4;3;4;4;2;3;No
36;Nie;Entwicklung;9;4;1949;m;2810;1351;1;Labortechniker;verheiratet;1;No;22;80;0;5;3;3;5;4;4;No
34;Selten;Vertrieb;1;3;1950;m;9888;937;3;Vertrieb;ledig;1;No;21;80;0;14;3;2;14;8;4;No
34;Selten;Vertrieb;13;4;1951;m;8628;1239;3;Vertrieb;geschieden;1;No;18;80;1;9;2;2;8;7;3;No
26;Selten;Entwicklung;1;3;1952;m;2867;157;1;Labortechniker;ledig;0;No;13;80;0;8;6;2;7;7;3;No
29;Selten;Entwicklung;1;3;1954;m;5373;136;2;Produktmanager;verheiratet;0;No;12;80;1;6;5;2;5;3;3;No
32;Nie;Entwicklung;15;4;1955;w;6667;1146;2;Produktmanager;geschieden;5;No;18;80;1;9;6;3;5;1;3;No
31;Haeufig;Entwicklung;1;3;1956;m;5003;1125;2;Wissenschaftler;verheiratet;1;No;21;80;0;10;6;3;10;8;4;No
28;Selten;Entwicklung;17;3;1960;m;2367;1404;1;Labortechniker;geschieden;5;No;12;80;1;6;2;2;4;1;3;Yes
38;Selten;Vertrieb;1;3;1961;m;2858;1404;1;Vertriebsmitarbeiter;ledig;4;No;14;80;0;20;3;2;1;0;3;No
35;Selten;Vertrieb;7;4;1962;w;5204;1224;2;Vertrieb;verheiratet;1;Yes;11;80;0;10;2;3;10;8;3;No
27;Selten;Vertrieb;9;3;1965;m;4105;954;2;Vertrieb;ledig;1;No;14;80;0;7;5;3;7;7;3;No
32;Selten;Entwicklung;5;4;1966;m;9679;1373;2;Abteilungsleiter;ledig;8;No;24;80;0;8;1;3;1;0;4;No
31;Haeufig;Vertrieb;26;4;1967;m;5617;754;2;Vertrieb;verheiratet;1;Yes;11;80;0;10;4;3;10;7;3;Yes
53;Selten;Vertrieb;24;4;1968;m;10448;1168;3;Vertrieb;ledig;6;Yes;13;80;0;15;2;2;2;2;3;Yes
54;Selten;Entwicklung;9;2;1969;w;2897;155;2;Wissenschaftler;verheiratet;3;No;11;80;2;9;6;2;4;3;3;No
33;Haeufig;Entwicklung;7;2;1970;m;5968;1303;2;Produktmanager;geschieden;1;No;20;80;3;9;2;3;9;7;4;No
43;Selten;Entwicklung;11;3;1971;m;7510;574;3;Produktmanager;verheiratet;1;No;17;80;1;10;1;3;10;9;3;No
38;Haeufig;Personal;1;4;1972;m;2991;1444;1;Personal;verheiratet;0;Yes;11;80;1;7;2;3;6;2;3;No
55;Selten;Personal;26;4;1973;m;19636;189;5;Manager;verheiratet;4;Yes;18;80;1;35;0;3;10;9;3;No
31;Selten;Entwicklung;2;1;1974;w;1129;1276;1;Labortechniker;geschieden;1;Yes;11;80;3;1;4;3;1;0;3;No
39;Selten;Vertrieb;15;4;1975;m;13341;119;4;Vertrieb;ledig;0;No;12;80;0;21;3;3;20;8;3;No
42;Nie;Entwicklung;23;2;1976;m;4332;335;2;Wissenschaftler;ledig;1;No;12;80;0;20;2;3;20;9;3;No
31;Nie;Entwicklung;10;3;1979;w;11031;697;3;AbteilungsleiterForschung;verheiratet;4;No;20;80;1;13;2;4;11;7;4;No
54;Selten;Entwicklung;10;3;1980;w;4440;157;2;Abteilungsleiter;ledig;6;Yes;19;80;0;9;3;3;5;2;3;No
24;Selten;Entwicklung;1;2;1981;m;4617;771;2;Produktmanager;ledig;1;No;12;80;0;4;2;2;4;3;3;No
23;Selten;Entwicklung;12;2;1982;m;2647;571;1;Labortechniker;ledig;1;No;13;80;0;5;6;4;5;2;3;No
40;Haeufig;Entwicklung;11;3;1985;w;6323;692;2;Labortechniker;verheiratet;1;No;11;80;1;10;2;4;10;9;3;No
40;Selten;Vertrieb;2;2;1986;w;5677;444;2;Vertrieb;verheiratet;3;No;14;80;1;15;4;3;11;8;3;No
25;Selten;Personal;2;3;1987;w;2187;309;1;Personal;verheiratet;4;No;14;80;0;6;3;3;2;0;3;No
30;Selten;Entwicklung;1;2;1989;m;3748;911;1;Labortechniker;verheiratet;1;No;13;80;0;12;6;2;12;8;3;No
25;Selten;Entwicklung;2;1;1992;m;3977;977;1;Labortechniker;geschieden;6;Yes;19;80;1;7;2;2;2;2;3;No
47;Selten;Entwicklung;25;3;1993;m;8633;1180;3;Produktmanager;ledig;2;No;23;80;0;25;3;3;17;14;4;No
33;Nie;Entwicklung;1;2;1994;m;2008;1313;1;Labortechniker;geschieden;1;No;12;80;3;1;2;2;1;1;3;No
38;Selten;Vertrieb;1;4;1995;m;4440;1321;2;Vertrieb;verheiratet;0;No;15;80;2;16;3;3;15;13;3;No
31;Selten;Vertrieb;2;2;1996;m;3067;1154;1;Vertriebsmitarbeiter;verheiratet;0;No;19;80;1;3;1;3;2;2;3;No
38;Haeufig;Entwicklung;6;4;1997;m;5321;508;2;Abteilungsleiter;verheiratet;2;No;11;80;1;10;1;3;8;3;3;No
42;Selten;Entwicklung;18;4;1998;m;5410;557;2;Wissenschaftler;geschieden;6;Yes;17;80;1;9;3;2;4;3;3;No
41;Selten;Entwicklung;1;3;1999;m;2782;642;1;Wissenschaftler;verheiratet;3;No;22;80;1;12;3;3;5;3;4;No
47;Nie;Entwicklung;1;1;2000;w;11957;1162;3;AbteilungsleiterForschung;verheiratet;0;No;18;80;2;14;3;1;13;8;3;No
35;Selten;Entwicklung;11;4;2003;m;2660;1490;1;Labortechniker;verheiratet;7;Yes;11;80;1;5;3;3;2;2;3;No
22;Selten;Entwicklung;1;2;2007;m;3375;581;1;Wissenschaftler;ledig;0;No;12;80;0;4;2;4;3;2;3;No
35;Selten;Entwicklung;9;4;2008;m;5098;1395;2;Wissenschaftler;ledig;1;No;19;80;0;10;5;3;10;7;3;No
33;Selten;Entwicklung;15;2;2009;w;4878;501;2;Produktmanager;verheiratet;0;Yes;13;80;1;10;6;3;9;7;3;No
32;Selten;Entwicklung;29;4;2010;w;2837;267;1;Labortechniker;ledig;1;No;13;80;0;6;3;3;6;2;3;No
40;Selten;Entwicklung;1;4;2012;m;2406;543;1;Labortechniker;verheiratet;8;No;19;80;2;8;3;2;1;0;3;No
32;Selten;Vertrieb;1;4;2013;m;2269;234;1;Vertriebsmitarbeiter;verheiratet;0;No;14;80;1;3;2;3;2;2;3;No
39;Selten;Entwicklung;24;1;2014;m;4108;116;2;Wissenschaftler;ledig;7;No;13;80;0;18;2;3;7;7;3;No
